Interacao,Tempo_execucao,resCode,texto
2,1.948948860168457,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3594145774841309,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.195272445678711,200,"Certo, o senhor sente dificuldade para comer?"
5,1.180927038192749,200,"Certo, e falta de vontade de comer?"
6,1.216822862625122,200,"Certo, e tem inchaço nas pernas?"
7,1.2069838047027588,200,"Certo, e falta de ar você tem?"
8,1.4196202754974365,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3508124351501465,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0275895595550537,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3733935356140137,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1766254901885986,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2042207717895508,200,"Certo, e falta de vontade de comer?"
6,1.2304623126983643,200,"Certo, e tem inchaço nas pernas?"
7,1.1768944263458252,200,"Certo, e falta de ar você tem?"
8,1.3703999519348145,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3743019104003906,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.054039478302002,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.336411952972412,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.230140209197998,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2180540561676025,200,"Certo, e falta de vontade de comer?"
6,1.187608003616333,200,"Certo, e tem inchaço nas pernas?"
7,1.1927733421325684,200,"Certo, e falta de ar você tem?"
8,1.406818151473999,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3891422748565674,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.104276180267334,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.346921443939209,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.207076072692871,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1981618404388428,200,"Certo, e falta de vontade de comer?"
6,1.1705923080444336,200,"Certo, e tem inchaço nas pernas?"
7,1.2012226581573486,200,"Certo, e falta de ar você tem?"
8,1.391277551651001,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3897945880889893,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0247066020965576,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3782408237457275,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.254755973815918,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2086999416351318,200,"Certo, e falta de vontade de comer?"
6,1.2002387046813965,200,"Certo, e tem inchaço nas pernas?"
7,1.1942832469940186,200,"Certo, e falta de ar você tem?"
8,1.3767056465148926,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3749966621398926,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9654810428619385,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3342955112457275,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2080886363983154,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2469475269317627,200,"Certo, e falta de vontade de comer?"
6,1.2162704467773438,200,"Certo, e tem inchaço nas pernas?"
7,1.182602882385254,200,"Certo, e falta de ar você tem?"
8,1.4428894519805908,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3933305740356445,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.076185941696167,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3572096824645996,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.231215476989746,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2107815742492676,200,"Certo, e falta de vontade de comer?"
6,1.1950139999389648,200,"Certo, e tem inchaço nas pernas?"
7,1.2057163715362549,200,"Certo, e falta de ar você tem?"
8,1.4119822978973389,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.477637529373169,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.1134915351867676,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3702352046966553,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2000799179077148,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1933097839355469,200,"Certo, e falta de vontade de comer?"
6,1.1688125133514404,200,"Certo, e tem inchaço nas pernas?"
7,1.1766149997711182,200,"Certo, e falta de ar você tem?"
8,1.4240562915802002,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4857439994812012,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0739009380340576,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3825619220733643,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.198033332824707,200,"Certo, o senhor sente dificuldade para comer?"
5,1.239159345626831,200,"Certo, e falta de vontade de comer?"
6,1.186119794845581,200,"Certo, e tem inchaço nas pernas?"
7,1.217052936553955,200,"Certo, e falta de ar você tem?"
8,1.393317699432373,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.393953800201416,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.016930103302002,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3603918552398682,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,2.670713424682617,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2260589599609375,200,"Certo, e falta de vontade de comer?"
6,1.2227270603179932,200,"Certo, e tem inchaço nas pernas?"
7,1.2212166786193848,200,"Certo, e falta de ar você tem?"
8,1.4215316772460938,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3774809837341309,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.1363039016723633,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.4340126514434814,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.272589921951294,200,"Certo, o senhor sente dificuldade para comer?"
5,1.240994930267334,200,"Certo, e falta de vontade de comer?"
6,1.306056022644043,200,"Certo, e tem inchaço nas pernas?"
7,1.3060624599456787,200,"Certo, e falta de ar você tem?"
8,1.5017023086547852,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4828681945800781,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.3742949962615967,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.4452617168426514,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.243452548980713,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2549598217010498,200,"Certo, e falta de vontade de comer?"
6,1.212299108505249,200,"Certo, e tem inchaço nas pernas?"
7,1.3068225383758545,200,"Certo, e falta de ar você tem?"
8,1.5427346229553223,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.5928866863250732,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.8261606693267822,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.5065240859985352,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.335768699645996,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2788307666778564,200,"Certo, e falta de vontade de comer?"
6,1.4932050704956055,200,"Certo, e tem inchaço nas pernas?"
7,1.2721998691558838,200,"Certo, e falta de ar você tem?"
8,1.5335657596588135,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4967718124389648,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.032968759536743,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3669028282165527,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2525355815887451,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2609186172485352,200,"Certo, e falta de vontade de comer?"
6,1.262753963470459,200,"Certo, e tem inchaço nas pernas?"
7,1.2788286209106445,200,"Certo, e falta de ar você tem?"
8,1.4217052459716797,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3851890563964844,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0498740673065186,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3490638732910156,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1960158348083496,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1849019527435303,200,"Certo, e falta de vontade de comer?"
6,1.2114102840423584,200,"Certo, e tem inchaço nas pernas?"
7,1.211045503616333,200,"Certo, e falta de ar você tem?"
8,1.388415813446045,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4763250350952148,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0617518424987793,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3591084480285645,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2204914093017578,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1986699104309082,200,"Certo, e falta de vontade de comer?"
6,1.2130112648010254,200,"Certo, e tem inchaço nas pernas?"
7,1.1886589527130127,200,"Certo, e falta de ar você tem?"
8,1.384768009185791,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4711103439331055,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.400425434112549,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.4769072532653809,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.3941826820373535,200,"Certo, o senhor sente dificuldade para comer?"
5,1.3052258491516113,200,"Certo, e falta de vontade de comer?"
6,1.36944580078125,200,"Certo, e tem inchaço nas pernas?"
7,1.282999038696289,200,"Certo, e falta de ar você tem?"
8,1.52901029586792,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.5488612651824951,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.4492084980010986,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.4981884956359863,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1891310214996338,200,"Certo, o senhor sente dificuldade para comer?"
5,1.195814609527588,200,"Certo, e falta de vontade de comer?"
6,1.2138752937316895,200,"Certo, e tem inchaço nas pernas?"
7,1.189920425415039,200,"Certo, e falta de ar você tem?"
8,1.4960107803344727,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4022753238677979,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.088405132293701,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3726730346679688,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2302131652832031,200,"Certo, o senhor sente dificuldade para comer?"
5,1.20162034034729,200,"Certo, e falta de vontade de comer?"
6,1.201035976409912,200,"Certo, e tem inchaço nas pernas?"
7,1.170785665512085,200,"Certo, e falta de ar você tem?"
8,1.3769605159759521,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3898842334747314,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0632925033569336,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3885822296142578,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2169508934020996,200,"Certo, o senhor sente dificuldade para comer?"
5,1.202820062637329,200,"Certo, e falta de vontade de comer?"
6,1.2345402240753174,200,"Certo, e tem inchaço nas pernas?"
7,1.1961867809295654,200,"Certo, e falta de ar você tem?"
8,1.3807227611541748,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.395136833190918,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9995832443237305,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.346235752105713,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1928143501281738,200,"Certo, o senhor sente dificuldade para comer?"
5,1.205198049545288,200,"Certo, e falta de vontade de comer?"
6,1.2056691646575928,200,"Certo, e tem inchaço nas pernas?"
7,1.2387199401855469,200,"Certo, e falta de ar você tem?"
8,1.385697364807129,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3809013366699219,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0519325733184814,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.383246660232544,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2119858264923096,200,"Certo, o senhor sente dificuldade para comer?"
5,1.239689826965332,200,"Certo, e falta de vontade de comer?"
6,1.216094970703125,200,"Certo, e tem inchaço nas pernas?"
7,1.2164311408996582,200,"Certo, e falta de ar você tem?"
8,1.412581205368042,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4241247177124023,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.1175296306610107,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.337343454360962,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2099132537841797,200,"Certo, o senhor sente dificuldade para comer?"
5,1.231163501739502,200,"Certo, e falta de vontade de comer?"
6,1.2430446147918701,200,"Certo, e tem inchaço nas pernas?"
7,1.193005084991455,200,"Certo, e falta de ar você tem?"
8,1.3986787796020508,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3607220649719238,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.1054036617279053,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3434267044067383,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2050034999847412,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1838233470916748,200,"Certo, e falta de vontade de comer?"
6,1.2127408981323242,200,"Certo, e tem inchaço nas pernas?"
7,1.2008914947509766,200,"Certo, e falta de ar você tem?"
8,1.3864550590515137,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3719875812530518,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.2032952308654785,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.4013721942901611,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1958246231079102,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1968390941619873,200,"Certo, e falta de vontade de comer?"
6,1.191558599472046,200,"Certo, e tem inchaço nas pernas?"
7,1.2034168243408203,200,"Certo, e falta de ar você tem?"
8,1.3776497840881348,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3997201919555664,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.105851173400879,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3304297924041748,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.224538803100586,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2364001274108887,200,"Certo, e falta de vontade de comer?"
6,1.1679823398590088,200,"Certo, e tem inchaço nas pernas?"
7,1.2094378471374512,200,"Certo, e falta de ar você tem?"
8,1.4142053127288818,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.374924659729004,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.107560396194458,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3655791282653809,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.178609848022461,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1976830959320068,200,"Certo, e falta de vontade de comer?"
6,1.2210519313812256,200,"Certo, e tem inchaço nas pernas?"
7,1.2342569828033447,200,"Certo, e falta de ar você tem?"
8,1.4955174922943115,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4092891216278076,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.081164598464966,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3480453491210938,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1830215454101562,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1581356525421143,200,"Certo, e falta de vontade de comer?"
6,1.1955695152282715,200,"Certo, e tem inchaço nas pernas?"
7,1.1762073040008545,200,"Certo, e falta de ar você tem?"
8,1.353705644607544,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3823130130767822,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.043415069580078,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.343419075012207,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.187290906906128,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2114977836608887,200,"Certo, e falta de vontade de comer?"
6,1.184499979019165,200,"Certo, e tem inchaço nas pernas?"
7,1.2087290287017822,200,"Certo, e falta de ar você tem?"
8,1.3648486137390137,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4660770893096924,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.1405558586120605,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3676369190216064,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1978397369384766,200,"Certo, o senhor sente dificuldade para comer?"
5,1.207284688949585,200,"Certo, e falta de vontade de comer?"
6,1.2004623413085938,200,"Certo, e tem inchaço nas pernas?"
7,1.1797428131103516,200,"Certo, e falta de ar você tem?"
8,1.3485312461853027,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3921856880187988,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.05517578125,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3708796501159668,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1809980869293213,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2064707279205322,200,"Certo, e falta de vontade de comer?"
6,1.2041544914245605,200,"Certo, e tem inchaço nas pernas?"
7,1.209296703338623,200,"Certo, e falta de ar você tem?"
8,1.4210658073425293,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4016087055206299,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.09979248046875,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.4230029582977295,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1859593391418457,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2754762172698975,200,"Certo, e falta de vontade de comer?"
6,1.2355091571807861,200,"Certo, e tem inchaço nas pernas?"
7,1.2488412857055664,200,"Certo, e falta de ar você tem?"
8,1.5159525871276855,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.445558786392212,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.151463508605957,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.367292881011963,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2312235832214355,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1859004497528076,200,"Certo, e falta de vontade de comer?"
6,1.225205421447754,200,"Certo, e tem inchaço nas pernas?"
7,1.2091584205627441,200,"Certo, e falta de ar você tem?"
8,1.434067726135254,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4085395336151123,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.106459140777588,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.341024398803711,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2276599407196045,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2084739208221436,200,"Certo, e falta de vontade de comer?"
6,1.2517516613006592,200,"Certo, e tem inchaço nas pernas?"
7,1.2021427154541016,200,"Certo, e falta de ar você tem?"
8,1.4719295501708984,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.423058271408081,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.026127815246582,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3573462963104248,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2065210342407227,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1632931232452393,200,"Certo, e falta de vontade de comer?"
6,1.1659433841705322,200,"Certo, e tem inchaço nas pernas?"
7,1.1853914260864258,200,"Certo, e falta de ar você tem?"
8,1.4024364948272705,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3970561027526855,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.073878049850464,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
